"ITTER107","Territorio","TIPO_DATO_OCC","Tipo aggregato","BRANCA_ATTIVITAREV2","Branca di attività (NACE Rev2)","POSIZPROF","Posizione nella professione","CORREZ","Correzione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",6.535,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","Q","sanità e assistenza sociale","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",6.705,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",5.102,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C27","fabbricazione di apparecchiature elettriche","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",6.675,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C13T15","industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",7.226,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",11.471,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C13T15","industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",8.08,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",6.659,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","F","costruzioni","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",13.69,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",5.812,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",6.286,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",13.763,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","P","istruzione","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",42.489,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","_T","totale attività economiche","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",14.656,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",6.672,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","GTU","servizi","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",15.972,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","D_E","fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",3.91,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","P","istruzione","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",5.37,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","O","amministrazione pubblica e difesa, assicurazione sociale obbligatoria","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","D_E","fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",4.233,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C31T33","fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",7.332,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","F","costruzioni","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",15.397,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",15.941,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","P","istruzione","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",8.691,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C","industria manifatturiera","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",6.863,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C13T15","industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",12.485,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C19","fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",2.857,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C29_30","fabbricazione di mezzi di trasporto","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",5.514,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","D_E","fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",6.364,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","GTU","servizi","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",16.158,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","LTN","attività immobiliari,attività professionali, scientifiche e tecniche, attività amministrative e di servizi di supporto","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",8.083,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","O","amministrazione pubblica e difesa, assicurazione sociale obbligatoria","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","O","amministrazione pubblica e difesa, assicurazione sociale obbligatoria","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C29_30","fabbricazione di mezzi di trasporto","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",20.408,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","K","attività finanziarie e assicurative","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",5.015,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","_T","totale attività economiche","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",12.006,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",10.476,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","B","industria estrattiva","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",8.867,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","A","agricoltura, silvicoltura e pesca","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",15.611,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C20","fabbricazione di prodotti chimici","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",22.222,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","T","attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",57.002,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C16T18","industria del legno, della carta, editoria","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",12.018,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","GTU","servizi","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",13.215,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",5.749,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C26","fabbricazione di computer e prodotti di elettronica e ottica","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",6.383,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","Q","sanità e assistenza sociale","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",7.166,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C10T12","industrie alimentari, delle bevande e del tabacco","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",9.654,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C26","fabbricazione di computer e prodotti di elettronica e ottica","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",5.869,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","R_S","attività artistiche, di intrattenimento e divertimento, altre attività di servizi","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",24.7,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","K","attività finanziarie e assicurative","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",3.008,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",8.636,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","OTQ","amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",19.527,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C28","fabbricazione di macchinari e apparecchiature n.c.a.","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",2.782,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C16T18","industria del legno, della carta, editoria","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",8.661,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","R_S","attività artistiche, di intrattenimento e divertimento, altre attività di servizi","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",24.021,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","B","industria estrattiva","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",11.765,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","RTU","attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",45.851,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",6.107,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C20","fabbricazione di prodotti chimici","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",4.138,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C31T33","fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",7.238,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",4.942,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",14.054,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","K","attività finanziarie e assicurative","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",12.319,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","OTQ","amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",6.642,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C28","fabbricazione di macchinari e apparecchiature n.c.a.","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",2.371,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C29_30","fabbricazione di mezzi di trasporto","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",5.783,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","R_S","attività artistiche, di intrattenimento e divertimento, altre attività di servizi","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",27.584,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","B","industria estrattiva","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",9.17,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","Q","sanità e assistenza sociale","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",9.358,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C26","fabbricazione di computer e prodotti di elettronica e ottica","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",5.868,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","_T","totale attività economiche","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",15.072,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","I","servizi di alloggio e di ristorazione","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",27.319,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C28","fabbricazione di macchinari e apparecchiature n.c.a.","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",11.737,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","LTN","attività immobiliari,attività professionali, scientifiche e tecniche, attività amministrative e di servizi di supporto","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",8.894,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C20","fabbricazione di prodotti chimici","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",4.906,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C10T12","industrie alimentari, delle bevande e del tabacco","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",11.404,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",5.326,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","F","costruzioni","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",19.166,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","OTQ","amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",4.931,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",4.552,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","GTU","servizi","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",16.106,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","B","industria estrattiva","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",9.626,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C13T15","industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",7.955,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","_T","totale attività economiche","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",14.484,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","A","agricoltura, silvicoltura e pesca","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",34.271,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C27","fabbricazione di apparecchiature elettriche","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",8.022,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","F","costruzioni","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",12.608,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","K","attività finanziarie e assicurative","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",2.611,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",11.382,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C27","fabbricazione di apparecchiature elettriche","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",11.304,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C10T12","industrie alimentari, delle bevande e del tabacco","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",8.279,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",6.533,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",4.566,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","_T","totale attività economiche","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",14.858,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C16T18","industria del legno, della carta, editoria","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",7.139,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",6.181,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C","industria manifatturiera","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",10.158,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",4.934,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","GTU","servizi","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",17.129,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","T","attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","O","amministrazione pubblica e difesa, assicurazione sociale obbligatoria","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",10.753,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","_T","totale attività economiche","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",14.377,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C28","fabbricazione di macchinari e apparecchiature n.c.a.","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",2.794,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","B","industria estrattiva","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",15.789,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",6.834,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","LTN","attività immobiliari,attività professionali, scientifiche e tecniche, attività amministrative e di servizi di supporto","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",7.742,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",0,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",5.127,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C28","fabbricazione di macchinari e apparecchiature n.c.a.","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",12.108,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","K","attività finanziarie e assicurative","2","indipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",12.413,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C27","fabbricazione di apparecchiature elettriche","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",6.981,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","F","costruzioni","1","dipendenti","N","dati grezzi","2021M9","Set-2021","2019","2019",16.871,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C","industria manifatturiera","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",7.339,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","K","attività finanziarie e assicurative","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",4.377,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C10T12","industrie alimentari, delle bevande e del tabacco","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",9.979,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","B","industria estrattiva","9","totale","N","dati grezzi","2021M9","Set-2021","2019","2019",9.091,,
