"ITTER107","Territorio","TIPO_DATO_OCC","Tipo aggregato","BRANCA_ATTIVITAREV2","Branca di attività (NACE Rev2)","POSIZPROF","Posizione nella professione","CORREZ","Correzione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",3.595,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","OTQ","amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",4.926,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","OTQ","amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",4.94,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","OTQ","amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",4.249,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","LTN","attività immobiliari,attività professionali, scientifiche e tecniche, attività amministrative e di servizi di supporto","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",10.178,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","LTN","attività immobiliari,attività professionali, scientifiche e tecniche, attività amministrative e di servizi di supporto","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",9.366,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","LTN","attività immobiliari,attività professionali, scientifiche e tecniche, attività amministrative e di servizi di supporto","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",7.788,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",6.535,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",6.257,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",5.437,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","F","costruzioni","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",16.859,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","F","costruzioni","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",16.025,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","F","costruzioni","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",14.318,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",6.684,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",6.283,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",5.351,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","Q","sanità e assistenza sociale","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",6.703,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","Q","sanità e assistenza sociale","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",6.783,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","Q","sanità e assistenza sociale","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",5.113,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C26","fabbricazione di computer e prodotti di elettronica e ottica","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",5.869,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C26","fabbricazione di computer e prodotti di elettronica e ottica","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",6.557,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C26","fabbricazione di computer e prodotti di elettronica e ottica","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",4.667,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",11.471,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",11.254,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C22_23","fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",13.158,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","H","trasporti e magazzinaggio","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",22.147,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","H","trasporti e magazzinaggio","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",21.28,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","H","trasporti e magazzinaggio","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",20.412,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","RTU","attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",27.61,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","RTU","attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",26.646,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","RTU","attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",26.702,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","OTQ","amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",15.829,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","OTQ","amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",15.876,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","OTQ","amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",14.081,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","GTU","servizi","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",15.04,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","GTU","servizi","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",14.371,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","GTU","servizi","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",14.228,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","GTU","servizi","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",16.155,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","GTU","servizi","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",14.614,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","GTU","servizi","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",13.812,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C16T18","industria del legno, della carta, editoria","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",8.07,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C16T18","industria del legno, della carta, editoria","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",7.97,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C16T18","industria del legno, della carta, editoria","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",8.261,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","J","servizi di informazione e comunicazione","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",8.166,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","J","servizi di informazione e comunicazione","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",7.707,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","J","servizi di informazione e comunicazione","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",7.378,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",8.636,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",7.792,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",7.782,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","RTU","attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",45.884,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","RTU","attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",42.593,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","RTU","attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",42.627,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","_T","totale attività economiche","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",14.482,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","_T","totale attività economiche","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",13.619,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","_T","totale attività economiche","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",12.884,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",6.107,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",5.613,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",5.221,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C20","fabbricazione di prodotti chimici","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",4.138,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C20","fabbricazione di prodotti chimici","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",4.097,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C20","fabbricazione di prodotti chimici","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",2.585,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",8.609,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",8.415,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",7.725,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","D_E","fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",6.364,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","D_E","fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",6.186,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","D_E","fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",6.604,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",15.161,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",13.786,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",14.231,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C","industria manifatturiera","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",7.339,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C","industria manifatturiera","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",7.157,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C","industria manifatturiera","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",6.451,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",0,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",0,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",0,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C10T12","industrie alimentari, delle bevande e del tabacco","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",9.654,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C10T12","industrie alimentari, delle bevande e del tabacco","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",9.454,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C10T12","industrie alimentari, delle bevande e del tabacco","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",7.603,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","_T","totale attività economiche","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",14.377,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","_T","totale attività economiche","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",13.005,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","_T","totale attività economiche","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",12.34,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",6.834,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",6.634,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C24_25","attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",5.665,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C29_30","fabbricazione di mezzi di trasporto","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",5.516,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C29_30","fabbricazione di mezzi di trasporto","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",4.785,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C29_30","fabbricazione di mezzi di trasporto","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",4.564,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C29_30","fabbricazione di mezzi di trasporto","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",20.339,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C29_30","fabbricazione di mezzi di trasporto","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",20.755,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","C29_30","fabbricazione di mezzi di trasporto","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",18.182,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C16T18","industria del legno, della carta, editoria","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",11.395,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C16T18","industria del legno, della carta, editoria","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",11.742,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C16T18","industria del legno, della carta, editoria","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",12.576,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",5.102,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",4.606,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",3.393,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",4.566,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",5.12,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",4.199,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",10.476,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",10.518,,
"IT","Italia","RUJ","tasso di irregolarità delle posizioni lavorative (per 100 posizioni lavorative)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",10.964,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C10T12","industrie alimentari, delle bevande e del tabacco","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",11.404,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C10T12","industrie alimentari, delle bevande e del tabacco","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",10.046,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C10T12","industrie alimentari, delle bevande e del tabacco","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",10.819,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",9.091,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",8.824,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",9.211,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C31T33","fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",7.238,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C31T33","fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",7.331,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C31T33","fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",6.328,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","B","industria estrattiva","9","totale","N","dati grezzi","2023M9","Set-2023","2019","2019",9.091,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","B","industria estrattiva","9","totale","N","dati grezzi","2023M9","Set-2023","2020","2020",8.879,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","B","industria estrattiva","9","totale","N","dati grezzi","2023M9","Set-2023","2021","2021",7.843,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C16T18","industria del legno, della carta, editoria","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",8.661,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C16T18","industria del legno, della carta, editoria","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",8.511,,
"IT","Italia","RUFTE","tasso di irregolarità delle unità di lavoro (per 100 unità di lavoro)","C16T18","industria del legno, della carta, editoria","1","dipendenti","N","dati grezzi","2023M9","Set-2023","2021","2021",9.108,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C13T15","industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2019","2019",12.555,,
"IT","Italia","RUEP","tasso di irregolarità degli occupati (per 100 occupati)","C13T15","industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili","2","indipendenti","N","dati grezzi","2023M9","Set-2023","2020","2020",14.171,,
