MacroRegione,Genere,AgeGroup,Condizione professionale europea,Year,Occupati,DescrAtecoLiv1,Count
NordEst,M,15-64,occupati,2018,2760065,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8284
NordEst,M,15-64,occupati,2018,2760065,Non determinato,70368
NordEst,M,15-64,occupati,2018,2760065,Organizzazioni ed organismi extraterritoriali,43
NordEst,M,15-64,occupati,2018,2760065,Sanita' e assistenza sociale,13261
NordEst,M,15-64,occupati,2018,2760065,Servizi di informazione e comunicazione,1079
NordEst,M,15-64,occupati,2018,2760065,Trasporto e magazzinaggio,14171
NordEst,M,15-64,occupati,2019,2792127,"Agricoltura, silvicoltura e pesca",504
NordEst,M,15-64,occupati,2019,2792127,Altre attivita' di servizi,1732
NordEst,M,15-64,occupati,2019,2792127,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",4248
NordEst,M,15-64,occupati,2019,2792127,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1258
NordEst,M,15-64,occupati,2019,2792127,Attivita' dei servizi di alloggio e di ristorazione,10105
NordEst,M,15-64,occupati,2019,2792127,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",4
NordEst,M,15-64,occupati,2019,2792127,Attivita' finanziarie e assicurative,1032
NordEst,M,15-64,occupati,2019,2792127,Attivita' immobiliari,465
NordEst,M,15-64,occupati,2019,2792127,Attivita' manifatturiere,43621
NordEst,M,15-64,occupati,2019,2792127,"Attivita' professionali, scientifiche e tecniche",1598
NordEst,M,15-64,occupati,2019,2792127,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14765
NordEst,M,15-64,occupati,2019,2792127,Costruzioni,13949
NordEst,M,15-64,occupati,2019,2792127,Estrazione di minerali da cave e miniere,109
NordEst,M,15-64,occupati,2019,2792127,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2203
NordEst,M,15-64,occupati,2019,2792127,"Fornitura di energia elettrica, gas, vapore e aria condizionata",256
NordEst,M,15-64,occupati,2019,2792127,Istruzione,1762
NordEst,M,15-64,occupati,2019,2792127,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8297
NordEst,M,15-64,occupati,2019,2792127,Non determinato,69350
NordEst,M,15-64,occupati,2019,2792127,Organizzazioni ed organismi extraterritoriali,35
NordEst,M,15-64,occupati,2019,2792127,Sanita' e assistenza sociale,13680
NordEst,M,15-64,occupati,2019,2792127,Servizi di informazione e comunicazione,1029
NordEst,M,15-64,occupati,2019,2792127,Trasporto e magazzinaggio,14302
NordEst,M,15-64,occupati,2020,2735636,"Agricoltura, silvicoltura e pesca",443
NordEst,M,15-64,occupati,2020,2735636,Altre attivita' di servizi,1366
NordEst,M,15-64,occupati,2020,2735636,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3013
NordEst,M,15-64,occupati,2020,2735636,"Attivita' artistiche, sportive, di intrattenimento e divertimento",913
NordEst,M,15-64,occupati,2020,2735636,Attivita' dei servizi di alloggio e di ristorazione,5932
NordEst,M,15-64,occupati,2020,2735636,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",3
NordEst,M,15-64,occupati,2020,2735636,Attivita' finanziarie e assicurative,636
NordEst,M,15-64,occupati,2020,2735636,Attivita' immobiliari,246
NordEst,M,15-64,occupati,2020,2735636,Attivita' manifatturiere,32613
NordEst,M,15-64,occupati,2020,2735636,"Attivita' professionali, scientifiche e tecniche",1099
NordEst,M,15-64,occupati,2020,2735636,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",11223
NordEst,M,15-64,occupati,2020,2735636,Costruzioni,11413
NordEst,M,15-64,occupati,2020,2735636,Estrazione di minerali da cave e miniere,94
NordEst,M,15-64,occupati,2020,2735636,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",1744
NordEst,M,15-64,occupati,2020,2735636,"Fornitura di energia elettrica, gas, vapore e aria condizionata",192
NordEst,M,15-64,occupati,2020,2735636,Istruzione,1038
NordEst,M,15-64,occupati,2020,2735636,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6415
NordEst,M,15-64,occupati,2020,2735636,Non determinato,43988
NordEst,M,15-64,occupati,2020,2735636,Organizzazioni ed organismi extraterritoriali,24
NordEst,M,15-64,occupati,2020,2735636,Sanita' e assistenza sociale,42774
NordEst,M,15-64,occupati,2020,2735636,Servizi di informazione e comunicazione,797
NordEst,M,15-64,occupati,2020,2735636,Trasporto e magazzinaggio,11582
NordEst,M,15-64,occupati,2021,2720968,"Agricoltura, silvicoltura e pesca",427
NordEst,M,15-64,occupati,2021,2720968,Altre attivita' di servizi,1436
NordEst,M,15-64,occupati,2021,2720968,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3728
NordEst,M,15-64,occupati,2021,2720968,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1090
NordEst,M,15-64,occupati,2021,2720968,Attivita' dei servizi di alloggio e di ristorazione,7214
NordEst,M,15-64,occupati,2021,2720968,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2
NordEst,M,15-64,occupati,2021,2720968,Attivita' finanziarie e assicurative,724
NordEst,M,15-64,occupati,2021,2720968,Attivita' immobiliari,224
NordEst,M,15-64,occupati,2021,2720968,Attivita' manifatturiere,39165
NordEst,M,15-64,occupati,2021,2720968,"Attivita' professionali, scientifiche e tecniche",1293
NordEst,M,15-64,occupati,2021,2720968,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",12931
NordEst,M,15-64,occupati,2021,2720968,Costruzioni,13591
NordEst,M,15-64,occupati,2021,2720968,Estrazione di minerali da cave e miniere,102
NordEst,M,15-64,occupati,2021,2720968,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",1935
NordEst,M,15-64,occupati,2021,2720968,"Fornitura di energia elettrica, gas, vapore e aria condizionata",221
NordEst,M,15-64,occupati,2021,2720968,Istruzione,1369
NordEst,M,15-64,occupati,2021,2720968,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7583
NordEst,M,15-64,occupati,2021,2720968,Non determinato,54131
NordEst,M,15-64,occupati,2021,2720968,Organizzazioni ed organismi extraterritoriali,28
NordEst,M,15-64,occupati,2021,2720968,Sanita' e assistenza sociale,20618
NordEst,M,15-64,occupati,2021,2720968,Servizi di informazione e comunicazione,878
NordEst,M,15-64,occupati,2021,2720968,Trasporto e magazzinaggio,14434
NordEst,M,15-64,occupati,2022,2776097,"Agricoltura, silvicoltura e pesca",468
NordEst,M,15-64,occupati,2022,2776097,Altre attivita' di servizi,1564
NordEst,M,15-64,occupati,2022,2776097,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",4061
NordEst,M,15-64,occupati,2022,2776097,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1251
NordEst,M,15-64,occupati,2022,2776097,Attivita' dei servizi di alloggio e di ristorazione,8591
NordEst,M,15-64,occupati,2022,2776097,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2
NordEst,M,15-64,occupati,2022,2776097,Attivita' finanziarie e assicurative,724
NordEst,M,15-64,occupati,2022,2776097,Attivita' immobiliari,259
NordEst,M,15-64,occupati,2022,2776097,Attivita' manifatturiere,40642
NordEst,M,15-64,occupati,2022,2776097,"Attivita' professionali, scientifiche e tecniche",1385
NordEst,M,15-64,occupati,2022,2776097,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",13467
NordEst,M,15-64,occupati,2022,2776097,Costruzioni,13996
NordEst,M,15-64,occupati,2022,2776097,Estrazione di minerali da cave e miniere,96
NordEst,M,15-64,occupati,2022,2776097,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2147
NordEst,M,15-64,occupati,2022,2776097,"Fornitura di energia elettrica, gas, vapore e aria condizionata",211
NordEst,M,15-64,occupati,2022,2776097,Istruzione,1482
NordEst,M,15-64,occupati,2022,2776097,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7709
NordEst,M,15-64,occupati,2022,2776097,Non determinato,61449
NordEst,M,15-64,occupati,2022,2776097,Organizzazioni ed organismi extraterritoriali,27
NordEst,M,15-64,occupati,2022,2776097,Sanita' e assistenza sociale,29277
NordEst,M,15-64,occupati,2022,2776097,Servizi di informazione e comunicazione,842
NordEst,M,15-64,occupati,2022,2776097,Trasporto e magazzinaggio,16885
NordOvest,M,15-64,occupati,2018,3737461,"Agricoltura, silvicoltura e pesca",217
NordOvest,M,15-64,occupati,2018,3737461,Altre attivita' di servizi,1851
NordOvest,M,15-64,occupati,2018,3737461,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3434
NordOvest,M,15-64,occupati,2018,3737461,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1119
NordOvest,M,15-64,occupati,2018,3737461,Attivita' dei servizi di alloggio e di ristorazione,8415
NordOvest,M,15-64,occupati,2018,3737461,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",17
NordOvest,M,15-64,occupati,2018,3737461,Attivita' finanziarie e assicurative,1768
NordOvest,M,15-64,occupati,2018,3737461,Attivita' immobiliari,702
NordOvest,M,15-64,occupati,2018,3737461,Attivita' manifatturiere,34126
NordOvest,M,15-64,occupati,2018,3737461,"Attivita' professionali, scientifiche e tecniche",2411
NordOvest,M,15-64,occupati,2018,3737461,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14920
NordOvest,M,15-64,occupati,2018,3737461,Costruzioni,10816
NordOvest,M,15-64,occupati,2018,3737461,Estrazione di minerali da cave e miniere,120
NordOvest,M,15-64,occupati,2018,3737461,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3200
NordOvest,M,15-64,occupati,2018,3737461,"Fornitura di energia elettrica, gas, vapore e aria condizionata",346
NordOvest,M,15-64,occupati,2018,3737461,Istruzione,2737
NordOvest,M,15-64,occupati,2018,3737461,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",10075
NordOvest,M,15-64,occupati,2018,3737461,Non determinato,62279
NordOvest,M,15-64,occupati,2018,3737461,Organizzazioni ed organismi extraterritoriali,5
NordOvest,M,15-64,occupati,2018,3737461,Sanita' e assistenza sociale,15058
NordOvest,M,15-64,occupati,2018,3737461,Servizi di informazione e comunicazione,1891
NordOvest,M,15-64,occupati,2018,3737461,Trasporto e magazzinaggio,14672
NordOvest,M,15-64,occupati,2019,3752896,"Agricoltura, silvicoltura e pesca",194
NordOvest,M,15-64,occupati,2019,3752896,Altre attivita' di servizi,1798
NordOvest,M,15-64,occupati,2019,3752896,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3234
NordOvest,M,15-64,occupati,2019,3752896,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1186
NordOvest,M,15-64,occupati,2019,3752896,Attivita' dei servizi di alloggio e di ristorazione,8751
NordOvest,M,15-64,occupati,2019,3752896,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",16
NordOvest,M,15-64,occupati,2019,3752896,Attivita' finanziarie e assicurative,1779
NordOvest,M,15-64,occupati,2019,3752896,Attivita' immobiliari,614
NordOvest,M,15-64,occupati,2019,3752896,Attivita' manifatturiere,33765
NordOvest,M,15-64,occupati,2019,3752896,"Attivita' professionali, scientifiche e tecniche",2353
NordOvest,M,15-64,occupati,2019,3752896,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14949
NordOvest,M,15-64,occupati,2019,3752896,Costruzioni,11405
NordOvest,M,15-64,occupati,2019,3752896,Estrazione di minerali da cave e miniere,105
NordOvest,M,15-64,occupati,2019,3752896,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3251
NordOvest,M,15-64,occupati,2019,3752896,"Fornitura di energia elettrica, gas, vapore e aria condizionata",319
NordOvest,M,15-64,occupati,2019,3752896,Istruzione,2856
NordOvest,M,15-64,occupati,2019,3752896,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",10168
NordOvest,M,15-64,occupati,2019,3752896,Non determinato,61069
NordOvest,M,15-64,occupati,2019,3752896,Organizzazioni ed organismi extraterritoriali,7
NordOvest,M,15-64,occupati,2019,3752896,Sanita' e assistenza sociale,15427
NordOvest,M,15-64,occupati,2019,3752896,Servizi di informazione e comunicazione,1807
NordOvest,M,15-64,occupati,2019,3752896,Trasporto e magazzinaggio,15071
NordOvest,M,15-64,occupati,2020,3625277,"Agricoltura, silvicoltura e pesca",177
NordOvest,M,15-64,occupati,2020,3625277,Altre attivita' di servizi,1725
NordOvest,M,15-64,occupati,2020,3625277,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3412
NordOvest,M,15-64,occupati,2020,3625277,"Attivita' artistiche, sportive, di intrattenimento e divertimento",898
NordOvest,M,15-64,occupati,2020,3625277,Attivita' dei servizi di alloggio e di ristorazione,5332
NordOvest,M,15-64,occupati,2020,3625277,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",14
NordOvest,M,15-64,occupati,2020,3625277,Attivita' finanziarie e assicurative,1069
NordOvest,M,15-64,occupati,2020,3625277,Attivita' immobiliari,340
NordOvest,M,15-64,occupati,2020,3625277,Attivita' manifatturiere,23912
NordOvest,M,15-64,occupati,2020,3625277,"Attivita' professionali, scientifiche e tecniche",1315
NordOvest,M,15-64,occupati,2020,3625277,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",11026
NordOvest,M,15-64,occupati,2020,3625277,Costruzioni,9008
NordOvest,M,15-64,occupati,2020,3625277,Estrazione di minerali da cave e miniere,87
NordOvest,M,15-64,occupati,2020,3625277,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2530
NordOvest,M,15-64,occupati,2020,3625277,"Fornitura di energia elettrica, gas, vapore e aria condizionata",196
NordOvest,M,15-64,occupati,2020,3625277,Istruzione,1655
NordOvest,M,15-64,occupati,2020,3625277,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8063
NordOvest,M,15-64,occupati,2020,3625277,Non determinato,33696
NordOvest,M,15-64,occupati,2020,3625277,Organizzazioni ed organismi extraterritoriali,6
NordOvest,M,15-64,occupati,2020,3625277,Sanita' e assistenza sociale,69399
NordOvest,M,15-64,occupati,2020,3625277,Servizi di informazione e comunicazione,1108
NordOvest,M,15-64,occupati,2020,3625277,Trasporto e magazzinaggio,11726
NordOvest,M,15-64,occupati,2021,3633553,"Agricoltura, silvicoltura e pesca",181
NordOvest,M,15-64,occupati,2021,3633553,Altre attivita' di servizi,1590
NordOvest,M,15-64,occupati,2021,3633553,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3496
NordOvest,M,15-64,occupati,2021,3633553,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1006
NordOvest,M,15-64,occupati,2021,3633553,Attivita' dei servizi di alloggio e di ristorazione,6122
NordOvest,M,15-64,occupati,2021,3633553,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",16
NordOvest,M,15-64,occupati,2021,3633553,Attivita' finanziarie e assicurative,989
NordOvest,M,15-64,occupati,2021,3633553,Attivita' immobiliari,358
NordOvest,M,15-64,occupati,2021,3633553,Attivita' manifatturiere,28912
NordOvest,M,15-64,occupati,2021,3633553,"Attivita' professionali, scientifiche e tecniche",1695
