Anno,Regione,Occupati,Area Geografica,DescrAtecoLiv1,Settore,Numero Incidenti,Percentage,PercentageOccupati
2019,Marche,632493,Centro,Attivita' finanziarie e assicurative,Terziario,88.0,0.006971434546943898,0.013913197458311792
2019,Marche,632493,Centro,Attivita' immobiliari,Terziario,35.0,0.0027727296493526865,0.005533658080010372
2019,Marche,632493,Centro,Attivita' manifatturiere,Secondario,3887.0,0.30793143277239693,0.6145522559142946
2019,Marche,632493,Centro,"Attivita' professionali, scientifiche e tecniche",Terziario,102.0,0.008080526406684971,0.01612666069031594
2019,Marche,632493,Centro,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,1346.0,0.10663126022939187,0.21280867930554173
2019,Marche,632493,Centro,Costruzioni,Secondario,1452.0,0.1150286700245743,0.22956775806214458
2019,Marche,632493,Centro,Estrazione di minerali da cave e miniere,Primario,8.0,0.0006337667769948998,0.0012648361325737992
2019,Marche,632493,Centro,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,379.0,0.030024701060133375,0.05992161178068374
2019,Marche,632493,Centro,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,17.0,0.001346754401114162,0.0026877767817193236
2019,Marche,632493,Centro,Istruzione,Terziario,58.0,0.004594809133213023,0.009170061961160046
2019,Marche,632493,Centro,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,600.0,0.04753250827461748,0.09486270994303495
2019,Marche,632493,Centro,Non determinato,Terziario,7037.0,0.5574771012141387,1.112581483115228
2019,Marche,632493,Centro,Sanita' e assistenza sociale,Terziario,1570.0,0.12437672998524907,0.2482240910176081
2019,Marche,632493,Centro,Servizi di informazione e comunicazione,Terziario,86.0,0.006812992852695172,0.013596988425168342
2019,Marche,632493,Centro,Trasporto e magazzinaggio,Terziario,933.0,0.07391305036703018,0.14751151396141934
2019,Molise,108495,Sud,"Agricoltura, silvicoltura e pesca",Primario,3.0,0.00023766254137308742,0.0027651043826904466
2019,Molise,108495,Sud,Altre attivita' di servizi,Terziario,24.0,0.0019013003309846994,0.022120835061523573
2019,Molise,108495,Sud,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,51.0,0.004040263203342486,0.04700677450573759
2019,Molise,108495,Sud,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,7.0,0.0005545459298705373,0.006451910226277708
2019,Molise,108495,Sud,Attivita' dei servizi di alloggio e di ristorazione,Terziario,51.0,0.004040263203342486,0.04700677450573759
2019,Molise,108495,Sud,Attivita' finanziarie e assicurative,Terziario,8.0,0.0006337667769948998,0.007373611687174524
2019,Molise,108495,Sud,Attivita' immobiliari,Terziario,1.0,7.922084712436247e-05,0.0009217014608968155
2019,Molise,108495,Sud,Attivita' manifatturiere,Secondario,184.0,0.014576635870882693,0.16959306880501404
2019,Molise,108495,Sud,"Attivita' professionali, scientifiche e tecniche",Terziario,8.0,0.0006337667769948998,0.007373611687174524
2019,Molise,108495,Sud,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,111.0,0.008793514030804235,0.10230886215954653
2019,Molise,108495,Sud,Costruzioni,Secondario,123.0,0.009744164196296583,0.11336927969030831
2019,Molise,108495,Sud,Estrazione di minerali da cave e miniere,Primario,5.0,0.00039610423562181236,0.004608507304484077
2019,Molise,108495,Sud,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,45.0,0.0035649381205963113,0.04147656574035669
2019,Molise,108495,Sud,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,5.0,0.00039610423562181236,0.004608507304484077
2019,Molise,108495,Sud,Istruzione,Terziario,1.0,7.922084712436247e-05,0.0009217014608968155
2019,Molise,108495,Sud,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,71.0,0.005624680145829735,0.0654408037236739
2019,Molise,108495,Sud,Non determinato,Terziario,1057.0,0.08373643541045113,0.974238444167934
2019,Molise,108495,Sud,Sanita' e assistenza sociale,Terziario,133.0,0.01053637266754021,0.12258629429927646
2019,Molise,108495,Sud,Servizi di informazione e comunicazione,Terziario,3.0,0.00023766254137308742,0.0027651043826904466
2019,Molise,108495,Sud,Trasporto e magazzinaggio,Terziario,104.0,0.008238968100933696,0.0958569519332688
2019,Piemonte,1812535,NordOvest,"Agricoltura, silvicoltura e pesca",Primario,63.0,0.0049909133688348355,0.0034757949501664793
2019,Piemonte,1812535,NordOvest,Altre attivita' di servizi,Terziario,383.0,0.030341584448630828,0.021130626443075583
2019,Piemonte,1812535,NordOvest,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,825.0,0.06535719887759904,0.04551636244265628
2019,Piemonte,1812535,NordOvest,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,270.0,0.021389628723577865,0.014896264072142054
2019,Piemonte,1812535,NordOvest,Attivita' dei servizi di alloggio e di ristorazione,Terziario,1845.0,0.14616246294444876,0.10179113782630406
2019,Piemonte,1812535,NordOvest,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Terziario,1.0,7.922084712436247e-05,5.517134841534095e-05
2019,Piemonte,1812535,NordOvest,Attivita' finanziarie e assicurative,Terziario,324.0,0.025667554468293437,0.017875516886570464
2019,Piemonte,1812535,NordOvest,Attivita' immobiliari,Terziario,99.0,0.007842863865311885,0.0054619634931187535
2019,Piemonte,1812535,NordOvest,Attivita' manifatturiere,Secondario,7833.0,0.6205368955251312,0.4321571721373656
2019,Piemonte,1812535,NordOvest,"Attivita' professionali, scientifiche e tecniche",Terziario,495.0,0.03921431932655942,0.027309817465593765
2019,Piemonte,1812535,NordOvest,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,3576.0,0.2832937493167202,0.19729274193325924
2019,Piemonte,1812535,NordOvest,Costruzioni,Secondario,2644.0,0.20945991979681436,0.14587304521016145
2019,Piemonte,1812535,NordOvest,Estrazione di minerali da cave e miniere,Primario,10.0,0.0007922084712436247,0.0005517134841534094
2019,Piemonte,1812535,NordOvest,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,891.0,0.07058577478780696,0.04915767143806878
2019,Piemonte,1812535,NordOvest,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,62.0,0.004911692521710474,0.0034206236017511387
2019,Piemonte,1812535,NordOvest,Istruzione,Terziario,464.0,0.036758473065704185,0.0255995056647182
2019,Piemonte,1812535,NordOvest,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,2453.0,0.19432873799606112,0.13533531766283133
2019,Piemonte,1812535,NordOvest,Non determinato,Terziario,17565.0,1.3915141797394268,0.9690847349154637
2019,Piemonte,1812535,NordOvest,Organizzazioni ed organismi extraterritoriali,Terziario,2.0,0.00015844169424872494,0.0001103426968306819
2019,Piemonte,1812535,NordOvest,Sanita' e assistenza sociale,Terziario,4172.0,0.3305093742028402,0.23017486558880243
2019,Piemonte,1812535,NordOvest,Servizi di informazione e comunicazione,Terziario,398.0,0.03152989715549626,0.021958196669305697
2019,Piemonte,1812535,NordOvest,Trasporto e magazzinaggio,Terziario,3405.0,0.26974698445845424,0.1878584413542359
2019,Puglia,1216063,Sud,"Agricoltura, silvicoltura e pesca",Primario,50.0,0.003961042356218123,0.004111629085006287
2019,Puglia,1216063,Sud,Altre attivita' di servizi,Terziario,269.0,0.021310407876453507,0.02212056447733382
2019,Puglia,1216063,Sud,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,494.0,0.03913509847943506,0.04062289535986211
2019,Puglia,1216063,Sud,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,201.0,0.015923390271996858,0.016528748921725272
2019,Puglia,1216063,Sud,Attivita' dei servizi di alloggio e di ristorazione,Terziario,1383.0,0.1095624315729933,0.11372766049127388
2019,Puglia,1216063,Sud,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Terziario,2.0,0.00015844169424872494,0.00016446516340025145
2019,Puglia,1216063,Sud,Attivita' finanziarie e assicurative,Terziario,166.0,0.01315066062264417,0.013650608562220872
2019,Puglia,1216063,Sud,Attivita' immobiliari,Terziario,32.0,0.002535067107979599,0.002631442614404023
2019,Puglia,1216063,Sud,Attivita' manifatturiere,Secondario,2632.0,0.20850926963132205,0.21643615503473096
2019,Puglia,1216063,Sud,"Attivita' professionali, scientifiche e tecniche",Terziario,156.0,0.012358452151400544,0.012828282745219613
2019,Puglia,1216063,Sud,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,2176.0,0.17238456334261273,0.1789380977794736
2019,Puglia,1216063,Sud,Costruzioni,Secondario,1810.0,0.14338973329509608,0.14884097287722758
2019,Puglia,1216063,Sud,Estrazione di minerali da cave e miniere,Primario,28.0,0.002218183719482149,0.0023025122876035205
2019,Puglia,1216063,Sud,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,1219.0,0.09657021264459785,0.10024151709245327
2019,Puglia,1216063,Sud,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,43.0,0.003406496426347586,0.0035360010131054065
2019,Puglia,1216063,Sud,Istruzione,Terziario,86.0,0.006812992852695172,0.007072002026210813
2019,Puglia,1216063,Sud,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,1287.0,0.10195723024905451,0.10583333264806181
2019,Puglia,1216063,Sud,Non determinato,Terziario,13387.0,1.0605294804538403,1.100847571219583
2019,Puglia,1216063,Sud,Sanita' e assistenza sociale,Terziario,3451.0,0.2733911434261749,0.2837846394471339
2019,Puglia,1216063,Sud,Servizi di informazione e comunicazione,Terziario,150.0,0.01188312706865437,0.012334887255018861
2019,Puglia,1216063,Sud,Trasporto e magazzinaggio,Terziario,1962.0,0.15543130205799915,0.1613403252956467
2019,Sardegna,582033,,,,,0.0,0.0
2019,Sicilia,1341533,Sud,"Agricoltura, silvicoltura e pesca",Primario,32.0,0.002535067107979599,0.0023853308118398876
2019,Sicilia,1341533,Sud,Altre attivita' di servizi,Terziario,182.0,0.01441819417663397,0.01356656899233936
2019,Sicilia,1341533,Sud,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,1197.0,0.09482735400786188,0.0892262806803858
2019,Sicilia,1341533,Sud,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,250.0,0.01980521178109062,0.018635396967499124
2019,Sicilia,1341533,Sud,Attivita' dei servizi di alloggio e di ristorazione,Terziario,1166.0,0.09237150774700664,0.0869154914564159
2019,Sicilia,1341533,Sud,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Terziario,1.0,7.922084712436247e-05,7.454158786999649e-05
2019,Sicilia,1341533,Sud,Attivita' finanziarie e assicurative,Terziario,196.0,0.015527286036375043,0.014610151222519314
2019,Sicilia,1341533,Sud,Attivita' immobiliari,Terziario,55.0,0.0043571465918399365,0.0040997873328498064
2019,Sicilia,1341533,Sud,Attivita' manifatturiere,Secondario,1666.0,0.13198193130918787,0.12418628539141414
2019,Sicilia,1341533,Sud,"Attivita' professionali, scientifiche e tecniche",Terziario,152.0,0.012041568762903096,0.011330321356239466
2019,Sicilia,1341533,Sud,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,2291.0,0.18149496076191443,0.17077477781016195
2019,Sicilia,1341533,Sud,Costruzioni,Secondario,1482.0,0.11740529543830519,0.11047063322333481
2019,Sicilia,1341533,Sud,Estrazione di minerali da cave e miniere,Primario,16.0,0.0012675335539897995,0.0011926654059199438
2019,Sicilia,1341533,Sud,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,1179.0,0.09340137875962334,0.08788453209872586
2019,Sicilia,1341533,Sud,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,65.0,0.0051493550630835605,0.004845203211549772
2019,Sicilia,1341533,Sud,Istruzione,Terziario,145.0,0.011487022833032559,0.010808530241149491
2019,Sicilia,1341533,Sud,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,1274.0,0.10092735923643778,0.09496598294637552
2019,Sicilia,1341533,Sud,Non determinato,Terziario,11154.0,0.883629328825139,0.8314368711019409
2019,Sicilia,1341533,Sud,Sanita' e assistenza sociale,Terziario,3363.0,0.266419708879231,0.2506833600067982
2019,Sicilia,1341533,Sud,Servizi di informazione e comunicazione,Terziario,118.0,0.009348059960674771,0.008795907368659586
2019,Sicilia,1341533,Sud,Trasporto e magazzinaggio,Terziario,1950.0,0.15448065189250682,0.14535609634649316
2019,Toscana,1584130,Centro,"Agricoltura, silvicoltura e pesca",Primario,120.0,0.009506501654923496,0.00757513587899983
2019,Toscana,1584130,Centro,Altre attivita' di servizi,Terziario,589.0,0.04666107895624949,0.03718129193942416
2019,Toscana,1584130,Centro,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,1064.0,0.08429098134032167,0.06716620479379849
2019,Toscana,1584130,Centro,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,409.0,0.032401326473864255,0.02581858812092442
2019,Toscana,1584130,Centro,Attivita' dei servizi di alloggio e di ristorazione,Terziario,2931.0,0.23219630292150642,0.18502269384457085
2019,Toscana,1584130,Centro,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Terziario,1.0,7.922084712436247e-05,6.312613232499858e-05
2019,Toscana,1584130,Centro,Attivita' finanziarie e assicurative,Terziario,328.0,0.02598443785679089,0.020705371402599534
2019,Toscana,1584130,Centro,Attivita' immobiliari,Terziario,129.0,0.010219489279042758,0.008143271069924816
2019,Toscana,1584130,Centro,Attivita' manifatturiere,Secondario,7175.0,0.5684095781173008,0.4529299994318648
2019,Toscana,1584130,Centro,"Attivita' professionali, scientifiche e tecniche",Terziario,390.0,0.030896130378501366,0.024619191606749448
2019,Toscana,1584130,Centro,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,4098.0,0.3246470315156374,0.2586908902678442
2019,Toscana,1584130,Centro,Costruzioni,Secondario,3621.0,0.2868586874373165,0.22857972514881988
2019,Toscana,1584130,Centro,Estrazione di minerali da cave e miniere,Primario,90.0,0.007129876241192623,0.005681351909249872
2019,Toscana,1584130,Centro,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,1163.0,0.09213384520563356,0.07341569189397334
2019,Toscana,1584130,Centro,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,56.0,0.004436367438964298,0.0035350634101999207
2019,Toscana,1584130,Centro,Istruzione,Terziario,229.0,0.018141573991479008,0.014455884302424674
2019,Toscana,1584130,Centro,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,2666.0,0.21120277843355034,0.16829426877844622
2019,Toscana,1584130,Centro,Non determinato,Terziario,16452.0,1.3033413768900115,1.0385511290108767
2019,Toscana,1584130,Centro,Organizzazioni ed organismi extraterritoriali,Terziario,16.0,0.0012675335539897995,0.0010100181171999773
2019,Toscana,1584130,Centro,Sanita' e assistenza sociale,Terziario,4247.0,0.33645093773716744,0.26809668398426895
2019,Toscana,1584130,Centro,Servizi di informazione e comunicazione,Terziario,264.0,0.020914303640831692,0.016665298933799626
2019,Toscana,1584130,Centro,Trasporto e magazzinaggio,Terziario,3497.0,0.27703530239389557,0.22075208474052005
2019,Total,,Total,"Agricoltura, silvicoltura e pesca",Primario,1182.0,0.09363904130099644,0.0
2019,Total,,Total,Altre attivita' di servizi,Terziario,6002.0,0.4754835244404235,0.0
2019,Total,,Total,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,13642.0,1.0807307964705528,0.0
2019,Total,,Total,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,4443.0,0.3519782237735425,0.0
2019,Total,,Total,Attivita' dei servizi di alloggio e di ristorazione,Terziario,31021.0,2.4575098986448483,0.0
2019,Total,,Total,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Terziario,35.0,0.0027727296493526865,0.0
2019,Total,,Total,Attivita' finanziarie e assicurative,Terziario,4616.0,0.36568343032605716,0.0
2019,Total,,Total,Attivita' immobiliari,Terziario,1688.0,0.13372478994592385,0.0
2019,Total,,Total,Attivita' manifatturiere,Secondario,101961.0,8.077436793647122,0.0
2019,Total,,Total,"Attivita' professionali, scientifiche e tecniche",Terziario,5960.0,0.47215624886120033,0.0
2019,Total,,Total,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,47992.0,3.801966895192404,0.0
2019,Total,,Total,Costruzioni,Secondario,40022.0,3.170576743611235,0.0
2019,Total,,Total,Estrazione di minerali da cave e miniere,Primario,451.0,0.03572860205308748,0.0
2019,Total,,Total,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,13229.0,1.048012586608191,0.0
2019,Total,,Total,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,998.0,0.07906240543011374,0.0
2019,Total,,Total,Istruzione,Terziario,5742.0,0.45488610418808934,0.0
2019,Total,,Total,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,30791.0,2.439289103806245,0.0
2019,Total,,Total,Non determinato,Terziario,216531.0,17.15376924868533,0.0
2019,Total,,Total,Organizzazioni ed organismi extraterritoriali,Terziario,97.0,0.00768442217106316,0.0
2019,Total,,Total,Sanita' e assistenza sociale,Terziario,52151.0,4.131446398382628,0.0
2019,Total,,Total,Servizi di informazione e comunicazione,Terziario,5107.0,0.40458086626411915,0.0
2019,Total,,Total,Trasporto e magazzinaggio,Terziario,47486.0,3.7618811465474766,0.0
2019,Trentino Alto Adige,500166,NordEst,"Agricoltura, silvicoltura e pesca",Primario,89.0,0.007050655394068259,0.01779409236133604
2019,Trentino Alto Adige,500166,NordEst,Altre attivita' di servizi,Terziario,125.0,0.00990260589054531,0.024991702754685444
2019,Trentino Alto Adige,500166,NordEst,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,1874.0,0.14845986751105528,0.37467560769824415
2019,Trentino Alto Adige,500166,NordEst,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,94.0,0.0074467596296900725,0.018793760471523455
2019,Trentino Alto Adige,500166,NordEst,Attivita' dei servizi di alloggio e di ristorazione,Terziario,1710.0,0.13546764858265983,0.34188649368409685
2019,Trentino Alto Adige,500166,NordEst,Attivita' finanziarie e assicurative,Terziario,61.0,0.004832471674586111,0.012195950944286497
2019,Trentino Alto Adige,500166,NordEst,Attivita' immobiliari,Terziario,52.0,0.004119484050466848,0.010396548345949145
2019,Trentino Alto Adige,500166,NordEst,Attivita' manifatturiere,Secondario,3093.0,0.2450300801556531,0.6183946929619367
2019,Trentino Alto Adige,500166,NordEst,"Attivita' professionali, scientifiche e tecniche",Terziario,125.0,0.00990260589054531,0.024991702754685444
2019,Trentino Alto Adige,500166,NordEst,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,1619.0,0.12825855149434284,0.32369253407868587
2019,Trentino Alto Adige,500166,NordEst,Costruzioni,Secondario,2563.0,0.203043031179741,0.5124298732820703
2019,Trentino Alto Adige,500166,NordEst,Estrazione di minerali da cave e miniere,Primario,37.0,0.0029311713436014114,0.007397544015386891
2019,Trentino Alto Adige,500166,NordEst,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,130.0,0.010298710126167121,0.025991370864872864
2019,Trentino Alto Adige,500166,NordEst,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,73.0,0.00578312184007846,0.014595154408736299
2019,Trentino Alto Adige,500166,NordEst,Istruzione,Terziario,192.0,0.015210402647877595,0.038387255431196844
2019,Trentino Alto Adige,500166,NordEst,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,616.0,0.04880004182860728,0.12315911117508986
2019,Trentino Alto Adige,500166,NordEst,Non determinato,Terziario,9662.0,0.7654318249155901,1.931758656126166
2019,Trentino Alto Adige,500166,NordEst,Sanita' e assistenza sociale,Terziario,1213.0,0.09609488756185168,0.24251948353146754
2019,Trentino Alto Adige,500166,NordEst,Servizi di informazione e comunicazione,Terziario,86.0,0.006812992852695172,0.01719429149522359
2019,Trentino Alto Adige,500166,NordEst,Trasporto e magazzinaggio,Terziario,1020.0,0.08080526406684972,0.20393229447823324
2019,Umbria,358279,Centro,"Agricoltura, silvicoltura e pesca",Primario,58.0,0.004594809133213023,0.016188501140172885
2019,Umbria,358279,Centro,Altre attivita' di servizi,Terziario,123.0,0.009744164196296583,0.03433078690071146
2019,Umbria,358279,Centro,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,220.0,0.017428586367359746,0.06140465949720748
2019,Umbria,358279,Centro,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,65.0,0.0051493550630835605,0.018142285760538574
2019,Umbria,358279,Centro,Attivita' dei servizi di alloggio e di ristorazione,Terziario,440.0,0.03485717273471949,0.12280931899441495
2019,Umbria,358279,Centro,Attivita' finanziarie e assicurative,Terziario,51.0,0.004040263203342486,0.014234716519807188
2019,Umbria,358279,Centro,Attivita' immobiliari,Terziario,24.0,0.0019013003309846994,0.006698690126968089
2019,Umbria,358279,Centro,Attivita' manifatturiere,Secondario,1685.0,0.13348712740455076,0.4703038693308846
2019,Umbria,358279,Centro,"Attivita' professionali, scientifiche e tecniche",Terziario,52.0,0.004119484050466848,0.014513828608430859
2019,Umbria,358279,Centro,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,837.0,0.0663078490430914,0.23361681817801208
2019,Umbria,358279,Centro,Costruzioni,Secondario,748.0,0.05925719364902313,0.20877584229050547
2019,Umbria,358279,Centro,Estrazione di minerali da cave e miniere,Primario,9.0,0.0007129876241192622,0.0025120087976130334
2019,Umbria,358279,Centro,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,225.0,0.017824690602981554,0.06280021994032584
2019,Umbria,358279,Centro,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,17.0,0.001346754401114162,0.004744905506602396
2019,Umbria,358279,Centro,Istruzione,Terziario,38.0,0.003010392190725774,0.010606259367699475
2019,Umbria,358279,Centro,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,380.0,0.030103921907257736,0.10606259367699473
2019,Umbria,358279,Centro,Non determinato,Terziario,4088.0,0.3238548230443938,1.1410102182935646
2019,Umbria,358279,Centro,Sanita' e assistenza sociale,Terziario,831.0,0.06583252396034522,0.23194214564627008
2019,Umbria,358279,Centro,Servizi di informazione e comunicazione,Terziario,49.0,0.0038818215090937608,0.013676492342559849
2019,Umbria,358279,Centro,Trasporto e magazzinaggio,Terziario,674.0,0.053394850961820305,0.18812154773235384
2019,Valle D'Aosta,55199,NordOvest,Altre attivita' di servizi,Terziario,12.0,0.0009506501654923497,0.021739524266743963
2019,Valle D'Aosta,55199,NordOvest,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,257.0,0.020359757710961157,0.46558814471276655
2019,Valle D'Aosta,55199,NordOvest,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,11.0,0.0008714293183679872,0.0199278972445153
2019,Valle D'Aosta,55199,NordOvest,Attivita' dei servizi di alloggio e di ristorazione,Terziario,117.0,0.00926883911355041,0.21196036160075366
2019,Valle D'Aosta,55199,NordOvest,Attivita' finanziarie e assicurative,Terziario,5.0,0.00039610423562181236,0.009058135111143317
2019,Valle D'Aosta,55199,NordOvest,Attivita' immobiliari,Terziario,2.0,0.00015844169424872494,0.003623254044457327
2019,Valle D'Aosta,55199,NordOvest,Attivita' manifatturiere,Secondario,108.0,0.008555851489431146,0.19565571840069568
2019,Valle D'Aosta,55199,NordOvest,"Attivita' professionali, scientifiche e tecniche",Terziario,12.0,0.0009506501654923497,0.021739524266743963
2019,Valle D'Aosta,55199,NordOvest,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,110.0,0.008714293183679873,0.199278972445153
2019,Valle D'Aosta,55199,NordOvest,Costruzioni,Secondario,142.0,0.01124936029165947,0.25725103715647024
2019,Valle D'Aosta,55199,NordOvest,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,4.0,0.0003168833884974499,0.007246508088914654
2019,Valle D'Aosta,55199,NordOvest,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,8.0,0.0006337667769948998,0.014493016177829308
2019,Valle D'Aosta,55199,NordOvest,Istruzione,Terziario,60.0,0.004753250827461748,0.10869762133371981
2019,Valle D'Aosta,55199,NordOvest,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,66.0,0.005228575910207923,0.11956738346709178
2019,Valle D'Aosta,55199,NordOvest,Non determinato,Terziario,299.0,0.02368703329018438,0.5416764796463704
2019,Valle D'Aosta,55199,NordOvest,Sanita' e assistenza sociale,Terziario,111.0,0.008793514030804235,0.20109059946738167
2019,Valle D'Aosta,55199,NordOvest,Servizi di informazione e comunicazione,Terziario,11.0,0.0008714293183679872,0.0199278972445153
2019,Valle D'Aosta,55199,NordOvest,Trasporto e magazzinaggio,Terziario,112.0,0.008872734877928596,0.2029022264896103
2019,Veneto,2153657,NordEst,"Agricoltura, silvicoltura e pesca",Primario,191.0,0.015131181800753232,0.008868635999140067
2019,Veneto,2153657,NordEst,Altre attivita' di servizi,Terziario,621.0,0.0491961460642291,0.028834675159507762
2019,Veneto,2153657,NordEst,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,849.0,0.06725849920858373,0.03942131917942365
2019,Veneto,2153657,NordEst,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,486.0,0.03850133170244016,0.022566267516136506
2019,Veneto,2153657,NordEst,Attivita' dei servizi di alloggio e di ristorazione,Terziario,3626.0,0.2872547916729383,0.1683647860360308
2019,Veneto,2153657,NordEst,Attivita' finanziarie e assicurative,Terziario,427.0,0.03382730172210278,0.01982674121273722
2019,Veneto,2153657,NordEst,Attivita' immobiliari,Terziario,187.0,0.014814298412255782,0.008682905402299438
2019,Veneto,2153657,NordEst,Attivita' manifatturiere,Secondario,18479.0,1.463922034011094,0.858028924754499
2019,Veneto,2153657,NordEst,"Attivita' professionali, scientifiche e tecniche",Terziario,640.0,0.05070134215959198,0.02971689549450075
2019,Veneto,2153657,NordEst,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,5856.0,0.46391728076026667,0.2719095937746818
2019,Veneto,2153657,NordEst,Costruzioni,Secondario,5099.0,0.40394709948712426,0.2367600783225927
2019,Veneto,2153657,NordEst,Estrazione di minerali da cave e miniere,Primario,34.0,0.002693508802228324,0.0015787100731453523
2019,Veneto,2153657,NordEst,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,1019.0,0.08072604321972536,0.04731486954515041
2019,Veneto,2153657,NordEst,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,89.0,0.007050655394068259,0.00413250577970401
2019,Veneto,2153657,NordEst,Istruzione,Terziario,760.0,0.06020784381451547,0.03528881339971964
2019,Veneto,2153657,NordEst,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,2893.0,0.22918591073078062,0.13432965416498543
