Anno,DescrAtecoLiv1,Area Geografica,Occupati,Numero morti,Percentage,PercentageOccupati
2020,Sanita' e assistenza sociale,Total,22385258,210,6.216696269982238,2.920187696048034
2020,Servizi di informazione e comunicazione,Centro,2607149,2,0.059206631142687975,0.34010617306997026
2020,Servizi di informazione e comunicazione,NordOvest,6642822,5,0.14801657785671996,0.8665652668125243
2020,Servizi di informazione e comunicazione,Sud,2875123,2,0.059206631142687975,0.3750637499565434
2020,Servizi di informazione e comunicazione,Total,22385258,9,0.2664298401420959,2.920187696048034
2020,Trasporto e magazzinaggio,Centro,4763433,30,0.8880994671403196,0.6213963867447575
2020,Trasporto e magazzinaggio,NordEst,5034056,54,1.5985790408525755,0.6566995293249148
2020,Trasporto e magazzinaggio,NordOvest,6642822,70,2.0722320899940794,0.8665652668125243
2020,Trasporto e magazzinaggio,Sud,5340104,59,1.7465956187092953,0.6966239118806177
2020,Trasporto e magazzinaggio,Total,22385258,213,6.30550621669627,2.920187696048034
2021,"Agricoltura, silvicoltura e pesca",Centro,2265747,1,0.03566333808844508,0.2969698236461683
2021,"Agricoltura, silvicoltura e pesca",NordEst,4546049,4,0.14265335235378032,0.5958473606350754
2021,"Agricoltura, silvicoltura e pesca",Sud,4109720,4,0.14265335235378032,0.538658033591187
2021,"Agricoltura, silvicoltura e pesca",Total,22553956,9,0.3209700427960057,2.9561307312084892
2021,Altre attivita' di servizi,Centro,3812029,2,0.07132667617689016,0.4996398891244608
2021,Altre attivita' di servizi,NordEst,5056349,9,0.3209700427960057,0.6627320132492638
2021,Altre attivita' di servizi,NordOvest,6099817,8,0.28530670470756064,0.7994986107292207
2021,Altre attivita' di servizi,Sud,3387346,5,0.1783166904422254,0.4439769948933194
2021,Altre attivita' di servizi,Total,22553956,24,0.8559201141226819,2.9561307312084892
2021,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Centro,3236558,9,0.3209700427960057,0.424213320587248
2021,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",NordEst,4546049,5,0.1783166904422254,0.5958473606350754
2021,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",NordOvest,6099817,8,0.28530670470756064,0.7994986107292207
2021,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Sud,5304136,19,0.6776034236804565,0.6952092764617113
2021,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Total,22553956,41,1.4621968616262482,2.9561307312084892
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Centro,3812029,2,0.07132667617689016,0.4996398891244608
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",NordOvest,4332517,1,0.03566333808844508,0.5678598755439271
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Sud,2798856,4,0.14265335235378032,0.366844035424529
2021,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Total,22553956,7,0.24964336661911554,2.9561307312084892
2021,Attivita' dei servizi di alloggio e di ristorazione,Centro,4428591,8,0.28530670470756064,0.5804522253680611
2021,Attivita' dei servizi di alloggio e di ristorazione,NordEst,5056349,6,0.21398002853067047,0.6627320132492638
2021,Attivita' dei servizi di alloggio e di ristorazione,NordOvest,6694417,11,0.39229671897289586,0.8774324034871992
2021,Attivita' dei servizi di alloggio e di ristorazione,Sud,3804206,16,0.5706134094151213,0.49861453416188817
2021,Attivita' dei servizi di alloggio e di ristorazione,Total,22553956,41,1.4621968616262482,2.9561307312084892
2021,Attivita' finanziarie e assicurative,Centro,2265747,3,0.10699001426533523,0.2969698236461683
2021,Attivita' finanziarie e assicurative,NordEst,1978443,2,0.07132667617689016,0.25931309577106193
2021,Attivita' finanziarie e assicurative,NordOvest,4332517,1,0.03566333808844508,0.5678598755439271
2021,Attivita' finanziarie e assicurative,Sud,1592095,1,0.03566333808844508,0.208674742315866
2021,Attivita' finanziarie e assicurative,Total,22553956,7,0.24964336661911554,2.9561307312084892
2021,Attivita' immobiliari,Centro,2265747,4,0.14265335235378032,0.2969698236461683
2021,Attivita' immobiliari,NordEst,2080525,2,0.07132667617689016,0.2726929098180178
2021,Attivita' immobiliari,NordOvest,4332517,1,0.03566333808844508,0.5678598755439271
2021,Attivita' immobiliari,Total,22553956,7,0.24964336661911554,2.9561307312084892
2021,Attivita' manifatturiere,Centro,4782840,34,1.2125534950071328,0.6268833860655404
2021,Attivita' manifatturiere,NordEst,5056349,76,2.710413694721826,0.6627320132492638
2021,Attivita' manifatturiere,NordOvest,6694417,66,2.353780313837375,0.8774324034871992
2021,Attivita' manifatturiere,Sud,5304136,39,1.3908701854493581,0.6952092764617113
2021,Attivita' manifatturiere,Total,22553956,215,7.6676176890156915,2.9561307312084892
2021,"Attivita' professionali, scientifiche e tecniche",Centro,2265747,2,0.07132667617689016,0.2969698236461683
2021,"Attivita' professionali, scientifiche e tecniche",NordEst,3077906,5,0.1783166904422254,0.40341891747820185
2021,"Attivita' professionali, scientifiche e tecniche",NordOvest,6694417,4,0.14265335235378032,0.8774324034871992
2021,"Attivita' professionali, scientifiche e tecniche",Sud,3092025,6,0.21398002853067047,0.4052694846156891
2021,"Attivita' professionali, scientifiche e tecniche",Total,22553956,17,0.6062767475035664,2.9561307312084892
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Centro,4782840,24,0.8559201141226819,0.6268833860655404
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",NordEst,5056349,23,0.8202567760342369,0.6627320132492638
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",NordOvest,6694417,32,1.1412268188302426,0.8774324034871992
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Sud,4694383,38,1.355206847360913,0.6152893909326905
2021,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Total,22553956,117,4.172610556348074,2.9561307312084892
2021,Costruzioni,Centro,4782840,41,1.4621968616262482,0.6268833860655404
2021,Costruzioni,NordEst,5056349,44,1.5691868758915835,0.6627320132492638
2021,Costruzioni,NordOvest,6747158,63,2.24679029957204,0.8843451282834465
2021,Costruzioni,Sud,5404412,81,2.8887303851640516,0.7083523793924194
2021,Costruzioni,Total,22553956,229,8.166904422253923,2.9561307312084892
2021,Estrazione di minerali da cave e miniere,NordOvest,4332517,1,0.03566333808844508,0.5678598755439271
2021,Estrazione di minerali da cave e miniere,Total,22553956,1,0.03566333808844508,2.9561307312084892
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Centro,3812029,6,0.21398002853067047,0.4996398891244608
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",NordOvest,6694417,9,0.3209700427960057,0.8774324034871992
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Sud,4883449,14,0.4992867332382311,0.6400701350658556
2021,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Total,22553956,29,1.0342368045649073,2.9561307312084892
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Centro,2265747,1,0.03566333808844508,0.2969698236461683
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",NordEst,2080525,1,0.03566333808844508,0.2726929098180178
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Sud,1781161,2,0.07132667617689016,0.23345548644903108
2021,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Total,22553956,4,0.14265335235378032,2.9561307312084892
2021,Istruzione,NordEst,2080525,1,0.03566333808844508,0.2726929098180178
2021,Istruzione,NordOvest,4332517,1,0.03566333808844508,0.5678598755439271
2021,Istruzione,Sud,1206761,1,0.03566333808844508,0.15816929310866296
2021,Istruzione,Total,22553956,3,0.10699001426533523,2.9561307312084892
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Centro,3812029,21,0.7489300998573466,0.4996398891244608
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",NordEst,4569268,17,0.6062767475035664,0.5988906582032683
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",NordOvest,6694417,18,0.6419400855920114,0.8774324034871992
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Sud,5304136,25,0.891583452211127,0.6952092764617113
2021,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Total,22553956,81,2.8887303851640516,2.9561307312084892
2021,Non determinato,Centro,4782840,67,2.3894436519258204,0.6268833860655404
2021,Non determinato,NordEst,5056349,56,1.9971469329529243,0.6627320132492638
2021,Non determinato,NordOvest,6747158,68,2.4251069900142657,0.8843451282834465
2021,Non determinato,Sud,5404412,121,4.315263908701854,0.7083523793924194
2021,Non determinato,Total,22553956,312,11.126961483594865,2.9561307312084892
2021,Sanita' e assistenza sociale,Centro,4428591,17,0.6062767475035664,0.5804522253680611
2021,Sanita' e assistenza sociale,NordEst,2975824,8,0.28530670470756064,0.390039103431246
2021,Sanita' e assistenza sociale,NordOvest,6694417,11,0.39229671897289586,0.8774324034871992
2021,Sanita' e assistenza sociale,Sud,5404412,20,0.7132667617689016,0.7083523793924194
2021,Sanita' e assistenza sociale,Total,22553956,56,1.9971469329529243,2.9561307312084892
2021,Servizi di informazione e comunicazione,Centro,4428591,5,0.1783166904422254,0.5804522253680611
2021,Servizi di informazione e comunicazione,NordEst,510300,1,0.03566333808844508,0.06688465261418848
2021,Servizi di informazione e comunicazione,NordOvest,6694417,7,0.24964336661911554,0.8774324034871992
2021,Servizi di informazione e comunicazione,Sud,4109720,5,0.1783166904422254,0.538658033591187
2021,Servizi di informazione e comunicazione,Total,22553956,18,0.6419400855920114,2.9561307312084892
2021,Trasporto e magazzinaggio,Centro,4782840,25,0.891583452211127,0.6268833860655404
2021,Trasporto e magazzinaggio,NordEst,5056349,52,1.8544935805991443,0.6627320132492638
2021,Trasporto e magazzinaggio,NordOvest,6747158,57,2.0328102710413694,0.8843451282834465
2021,Trasporto e magazzinaggio,Sud,5215346,50,1.783166904422254,0.6835716352592542
2021,Trasporto e magazzinaggio,Total,22553956,184,6.562054208273895,2.9561307312084892
2022,"Agricoltura, silvicoltura e pesca",Centro,1617713,1,0.041118421052631575,0.20979018866001106
2022,"Agricoltura, silvicoltura e pesca",NordEst,2651681,5,0.20559210526315788,0.3438784612945355
2022,"Agricoltura, silvicoltura e pesca",NordOvest,4424396,2,0.08223684210526315,0.5737698043760533
2022,"Agricoltura, silvicoltura e pesca",Sud,1865991,2,0.08223684210526315,0.24198767267610677
2022,"Agricoltura, silvicoltura e pesca",Total,23099391,10,0.41118421052631576,2.995602802117163
2022,Altre attivita' di servizi,Centro,4577857,3,0.12335526315789473,0.593671116995754
2022,Altre attivita' di servizi,NordOvest,4424396,5,0.20559210526315788,0.5737698043760533
2022,Altre attivita' di servizi,Sud,2907927,3,0.12335526315789473,0.3771092609996582
2022,Altre attivita' di servizi,Total,23099391,11,0.4523026315789474,2.995602802117163
2022,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Centro,3938596,4,0.1644736842105263,0.5107697087774933
2022,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",NordEst,4652953,5,0.20559210526315788,0.6034098061251684
2022,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",NordOvest,6209714,3,0.12335526315789473,0.8052955447503433
2022,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Sud,2124149,3,0.12335526315789473,0.27546642664797394
2022,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Total,23099391,15,0.6167763157894737,2.995602802117163
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Centro,4577857,4,0.1644736842105263,0.593671116995754
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",NordEst,2145361,1,0.041118421052631575,0.27821726655706547
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",NordOvest,4424396,1,0.041118421052631575,0.5737698043760533
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Sud,1455388,2,0.08223684210526315,0.18873936420954532
2022,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Total,23099391,8,0.3289473684210526,2.995602802117163
2022,Attivita' dei servizi di alloggio e di ristorazione,Centro,4577857,14,0.575657894736842,0.593671116995754
2022,Attivita' dei servizi di alloggio e di ristorazione,NordEst,4652953,14,0.575657894736842,0.6034098061251684
2022,Attivita' dei servizi di alloggio e di ristorazione,NordOvest,6825830,12,0.4934210526315789,0.8851954354456961
2022,Attivita' dei servizi di alloggio e di ristorazione,Sud,5256767,21,0.8634868421052633,0.6817143341691143
2022,Attivita' dei servizi di alloggio e di ristorazione,Total,23099391,61,2.5082236842105265,2.995602802117163
2022,Attivita' finanziarie e assicurative,Centro,3312442,4,0.1644736842105263,0.42956805818173205
2022,Attivita' finanziarie e assicurative,NordEst,506320,1,0.041118421052631575,0.06566119473747
2022,Attivita' finanziarie e assicurative,Sud,3167078,3,0.12335526315789473,0.41071679038307196
2022,Attivita' finanziarie e assicurative,Total,23099391,8,0.3289473684210526,2.995602802117163
2022,Attivita' immobiliari,Centro,2320883,3,0.12335526315789473,0.3009795201174822
2022,Attivita' immobiliari,NordEst,4146633,2,0.08223684210526315,0.5377486113876984
2022,Attivita' immobiliari,NordOvest,4424396,2,0.08223684210526315,0.5737698043760533
2022,Attivita' immobiliari,Total,23099391,7,0.287828947368421,2.995602802117163
2022,Attivita' manifatturiere,Centro,4930155,26,1.069078947368421,0.6393582468417431
2022,Attivita' manifatturiere,NordEst,5173470,55,2.2615131578947367,0.6709121131664934
2022,Attivita' manifatturiere,NordOvest,6880994,72,2.9605263157894735,0.892349279154216
2022,Attivita' manifatturiere,Sud,5548621,31,1.274671052631579,0.7195628930427704
2022,Attivita' manifatturiere,Total,23099391,184,7.565789473684211,2.995602802117163
2022,"Attivita' professionali, scientifiche e tecniche",Centro,2256974,2,0.08223684210526315,0.29269159687827184
2022,"Attivita' professionali, scientifiche e tecniche",NordEst,4652953,3,0.12335526315789473,0.6034098061251684
2022,"Attivita' professionali, scientifiche e tecniche",NordOvest,6209714,4,0.1644736842105263,0.8052955447503433
2022,"Attivita' professionali, scientifiche e tecniche",Sud,4244944,3,0.12335526315789473,0.5504978958635939
2022,"Attivita' professionali, scientifiche e tecniche",Total,23099391,12,0.4934210526315789,2.995602802117163
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Centro,4930155,26,1.069078947368421,0.6393582468417431
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",NordEst,5173470,27,1.1101973684210527,0.6709121131664934
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",NordOvest,6825830,21,0.8634868421052633,0.8851954354456961
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Sud,5445528,31,1.274671052631579,0.706193463533626
2022,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Total,23099391,105,4.317434210526316,2.995602802117163
2022,Costruzioni,Centro,4930155,41,1.6858552631578947,0.6393582468417431
2022,Costruzioni,NordEst,5173470,43,1.7680921052631577,0.6709121131664934
2022,Costruzioni,NordOvest,6880994,69,2.837171052631579,0.892349279154216
2022,Costruzioni,Sud,5445528,45,1.8503289473684208,0.706193463533626
2022,Costruzioni,Total,23099391,198,8.141447368421053,2.995602802117163
2022,Estrazione di minerali da cave e miniere,NordOvest,2401434,2,0.08223684210526315,0.31142563106964277
2022,Estrazione di minerali da cave e miniere,Sud,1266627,1,0.041118421052631575,0.1642602348450336
2022,Estrazione di minerali da cave e miniere,Total,23099391,3,0.12335526315789473,2.995602802117163
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Centro,4290894,10,0.41118421052631576,0.5564568386234824
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",NordEst,2001272,1,0.041118421052631575,0.25953134483063295
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",NordOvest,6209714,6,0.24671052631578946,0.8052955447503433
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Sud,4773918,8,0.3289473684210526,0.6190969336757649
2022,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Total,23099391,25,1.0279605263157896,2.995602802117163
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",NordEst,2001272,1,0.041118421052631575,0.25953134483063295
2022,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Total,23099391,1,0.041118421052631575,2.995602802117163
2022,Istruzione,Centro,639261,1,0.041118421052631575,0.08290140821826081
2022,Istruzione,NordEst,520517,1,0.041118421052631575,0.067502307041325
2022,Istruzione,NordOvest,4424396,1,0.041118421052631575,0.5737698043760533
2022,Istruzione,Total,23099391,3,0.12335526315789473,2.995602802117163
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Centro,4290894,17,0.6990131578947368,0.5564568386234824
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",NordEst,4652953,12,0.4934210526315789,0.6034098061251684
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",NordOvest,6209714,23,0.9457236842105263,0.8052955447503433
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Sud,5445528,15,0.6167763157894737,0.706193463533626
2022,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Total,23099391,67,2.7549342105263155,2.995602802117163
2022,Non determinato,Centro,4930155,56,2.302631578947368,0.6393582468417431
2022,Non determinato,NordEst,4652953,53,2.1792763157894735,0.6034098061251684
2022,Non determinato,NordOvest,6825830,55,2.2615131578947367,0.8851954354456961
2022,Non determinato,Sud,5548621,106,4.358552631578947,0.7195628930427704
2022,Non determinato,Total,23099391,270,11.101973684210527,2.995602802117163
2022,Sanita' e assistenza sociale,Centro,3938596,9,0.3700657894736842,0.5107697087774933
2022,Sanita' e assistenza sociale,NordEst,5173470,11,0.4523026315789474,0.6709121131664934
2022,Sanita' e assistenza sociale,NordOvest,6209714,8,0.3289473684210526,0.8052955447503433
2022,Sanita' e assistenza sociale,Sud,5359860,16,0.6578947368421052,0.6950837636782587
2022,Sanita' e assistenza sociale,Total,23099391,44,1.8092105263157896,2.995602802117163
2022,Servizi di informazione e comunicazione,Centro,4577857,5,0.20559210526315788,0.593671116995754
2022,Servizi di informazione e comunicazione,NordEst,4667150,3,0.12335526315789473,0.6052509184290233
2022,Servizi di informazione e comunicazione,NordOvest,6209714,2,0.08223684210526315,0.8052955447503433
2022,Servizi di informazione e comunicazione,Sud,2907927,2,0.08223684210526315,0.3771092609996582
2022,Servizi di informazione e comunicazione,Total,23099391,12,0.4934210526315789,2.995602802117163
2022,Trasporto e magazzinaggio,Centro,4930155,37,1.5213815789473684,0.6393582468417431
2022,Trasporto e magazzinaggio,NordEst,5173470,45,1.8503289473684208,0.6709121131664934
2022,Trasporto e magazzinaggio,NordOvest,6880994,45,1.8503289473684208,0.892349279154216
2022,Trasporto e magazzinaggio,Sud,5548621,45,1.8503289473684208,0.7195628930427704
2022,Trasporto e magazzinaggio,Total,23099391,172,7.072368421052631,2.995602802117163
2023,"Agricoltura, silvicoltura e pesca",Centro,361596,1,0.15723270440251574,0.05695933596676458
2023,"Agricoltura, silvicoltura e pesca",Sud,1683953,1,0.15723270440251574,0.2652596950166515
2023,"Agricoltura, silvicoltura e pesca",Total,23579947,2,0.3144654088050315,3.7143611191813584
2023,Altre attivita' di servizi,Centro,2375406,1,0.15723270440251574,0.37417877523940635
2023,Altre attivita' di servizi,NordOvest,4500716,1,0.15723270440251574,0.708961920859171
2023,Altre attivita' di servizi,Sud,1292646,1,0.15723270440251574,0.20362022201599125
2023,Altre attivita' di servizi,Total,23579947,3,0.4716981132075472,3.7143611191813584
2023,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",NordEst,2023150,1,0.15723270440251574,0.31869069503301956
2023,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",NordOvest,4500716,4,0.628930817610063,0.708961920859171
2023,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Sud,1410776,1,0.15723270440251574,0.22222829942214034
2023,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Total,23579947,6,0.9433962264150944,3.7143611191813584
2023,Attivita' dei servizi di alloggio e di ristorazione,Centro,4365037,4,0.628930817610063,0.6875894893482177
2023,Attivita' dei servizi di alloggio e di ristorazione,NordEst,519916,1,0.15723270440251574,0.0818982237593789
2023,Attivita' dei servizi di alloggio e di ristorazione,NordOvest,6934594,6,0.9433962264150944,1.0923513242378506
2023,Attivita' dei servizi di alloggio e di ristorazione,Sud,3094729,2,0.3144654088050315,0.4874879944387918
2023,Attivita' dei servizi di alloggio e di ristorazione,Total,23579947,13,2.044025157232704,3.7143611191813584
2023,Attivita' finanziarie e assicurative,Centro,2375406,1,0.15723270440251574,0.37417877523940635
2023,Attivita' finanziarie e assicurative,NordOvest,4500716,1,0.15723270440251574,0.708961920859171
2023,Attivita' finanziarie e assicurative,Total,23579947,2,0.3144654088050315,3.7143611191813584
2023,Attivita' immobiliari,Centro,1628035,1,0.15723270440251574,0.2564513781420468
2023,Attivita' immobiliari,Total,23579947,1,0.15723270440251574,3.7143611191813584
2023,Attivita' manifatturiere,Centro,5006144,9,1.4150943396226416,0.788577965447634
2023,Attivita' manifatturiere,NordEst,2530858,3,0.4716981132075472,0.39866588984992607
2023,Attivita' manifatturiere,NordOvest,6934594,17,2.6729559748427674,1.0923513242378506
2023,Attivita' manifatturiere,Sud,4889491,10,1.5723270440251573,0.770202548079823
2023,Attivita' manifatturiere,Total,23579947,39,6.132075471698113,3.7143611191813584
2023,"Attivita' professionali, scientifiche e tecniche",Centro,2375406,4,0.628930817610063,0.37417877523940635
2023,"Attivita' professionali, scientifiche e tecniche",Sud,1292646,1,0.15723270440251574,0.20362022201599125
2023,"Attivita' professionali, scientifiche e tecniche",Total,23579947,5,0.7861635220125787,3.7143611191813584
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Centro,4003441,5,0.7861635220125787,0.6306301533814532
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",NordEst,2023150,3,0.4716981132075472,0.31869069503301956
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",NordOvest,6301577,8,1.257861635220126,0.9926372013612884
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Sud,4136028,9,1.4150943396226416,0.6515155267755876
2023,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Total,23579947,25,3.930817610062893,3.7143611191813584
2023,Costruzioni,Centro,3378109,8,1.257861635220126,0.5321265873055873
2023,Costruzioni,NordEst,3050774,8,1.257861635220126,0.48056411360930495
2023,Costruzioni,NordOvest,6301577,9,1.4150943396226416,0.9926372013612884
2023,Costruzioni,Sud,4926558,12,1.8867924528301887,0.7760414171665387
2023,Costruzioni,Total,23579947,37,5.817610062893082,3.7143611191813584
2023,Estrazione di minerali da cave e miniere,NordEst,507708,1,0.15723270440251574,0.07997519481690647
2023,Estrazione di minerali da cave e miniere,NordOvest,4500716,1,0.15723270440251574,0.708961920859171
2023,Estrazione di minerali da cave e miniere,Total,23579947,2,0.3144654088050315,3.7143611191813584
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Centro,2375406,1,0.15723270440251574,0.37417877523940635
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",NordEst,2023150,1,0.15723270440251574,0.31869069503301956
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",NordOvest,4500716,1,0.15723270440251574,0.708961920859171
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Sud,1292646,1,0.15723270440251574,0.20362022201599125
2023,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Total,23579947,4,0.628930817610063,3.7143611191813584
2023,Istruzione,Centro,1628035,1,0.15723270440251574,0.2564513781420468
2023,Istruzione,NordOvest,4500716,1,0.15723270440251574,0.708961920859171
2023,Istruzione,Total,23579947,2,0.3144654088050315,3.7143611191813584
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Centro,2630738,3,0.4716981132075472,0.41439919020822774
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",NordEst,519916,1,0.15723270440251574,0.0818982237593789
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",NordOvest,6301577,7,1.10062893081761,0.9926372013612884
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Sud,4387375,5,0.7861635220125787,0.691108216454783
2023,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Total,23579947,16,2.515723270440252,3.7143611191813584
2023,Non determinato,Centro,5006144,24,3.7735849056603774,0.788577965447634
2023,Non determinato,NordEst,3050774,18,2.8301886792452833,0.48056411360930495
2023,Non determinato,NordOvest,6934594,25,3.930817610062893,1.0923513242378506
2023,Non determinato,Sud,5622849,38,5.9748427672955975,0.8857225889705257
2023,Non determinato,Total,23579947,105,16.50943396226415,3.7143611191813584
2023,Organizzazioni ed organismi extraterritoriali,NordEst,519916,1,0.15723270440251574,0.0818982237593789
2023,Organizzazioni ed organismi extraterritoriali,Total,23579947,1,0.15723270440251574,3.7143611191813584
2023,Sanita' e assistenza sociale,NordEst,507708,1,0.15723270440251574,0.07997519481690647
2023,Sanita' e assistenza sociale,NordOvest,633017,2,0.3144654088050315,0.09971412287656228
2023,Sanita' e assistenza sociale,Sud,1410776,1,0.15723270440251574,0.22222829942214034
2023,Sanita' e assistenza sociale,Total,23579947,4,0.628930817610063,3.7143611191813584
2023,Servizi di informazione e comunicazione,Centro,361596,1,0.15723270440251574,0.05695933596676458
2023,Servizi di informazione e comunicazione,NordEst,2023150,1,0.15723270440251574,0.31869069503301956
2023,Servizi di informazione e comunicazione,NordOvest,6301577,3,0.4716981132075472,0.9926372013612884
2023,Servizi di informazione e comunicazione,Total,23579947,5,0.7861635220125787,3.7143611191813584
2023,Trasporto e magazzinaggio,Centro,4644548,10,1.5723270440251573,0.7316186294808695
2023,Trasporto e magazzinaggio,NordEst,2530858,4,0.628930817610063,0.39866588984992607
2023,Trasporto e magazzinaggio,NordOvest,6991407,22,3.459119496855346,1.1013006233293223
2023,Trasporto e magazzinaggio,Sud,3478715,10,1.5723270440251573,0.5479742486576827
2023,Trasporto e magazzinaggio,Total,23579947,46,7.232704402515723,3.7143611191813584
2024,"Agricoltura, silvicoltura e pesca",Centro,0,1,0.14619883040935672,nan
2024,"Agricoltura, silvicoltura e pesca",NordEst,0,1,0.14619883040935672,nan
2024,"Agricoltura, silvicoltura e pesca",Total,0,2,0.29239766081871343,nan
2024,Altre attivita' di servizi,Sud,0,2,0.29239766081871343,nan
2024,Altre attivita' di servizi,Total,0,2,0.29239766081871343,nan
2024,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",NordEst,0,1,0.14619883040935672,nan
2024,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",NordOvest,0,2,0.29239766081871343,nan
2024,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Sud,0,1,0.14619883040935672,nan
2024,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Total,0,4,0.5847953216374269,nan
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Centro,0,1,0.14619883040935672,nan
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",NordOvest,0,2,0.29239766081871343,nan
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Total,0,3,0.43859649122807015,nan
