Year,DescrRegione,Genere,Occupati,MacroRegione,Count,Percentage,PercentageOccupati,SummarisedCount
2024,Sicilia,F,0,Sud,3908,0.007931933134696726,0.0,Low (1001-10000)
2024,Sicilia,M,0,Sud,7263,0.014741461196853206,0.0,Low (1001-10000)
2024,Toscana,F,0,Centro,7388,0.01499516939589033,0.0,Low (1001-10000)
2024,Toscana,M,0,Centro,12554,0.025480421845696703,0.0,Moderate (10001-50000)
2024,Total,F,0,Total,89678,0.18201635098601154,0.0,High (50001-100000)
2024,Total,M,0,Total,156668,0.31798364901398846,0.0,Very High (100001-200000)
2024,Trentino Alto Adige,F,0,NordEst,3268,0.006632947155626639,0.0,Low (1001-10000)
2024,Trentino Alto Adige,M,0,NordEst,6693,0.01358455180924391,0.0,Low (1001-10000)
2024,Umbria,F,0,Centro,1664,0.00337736354558223,0.0,Low (1001-10000)
2024,Umbria,M,0,Centro,2821,0.005725686635869875,0.0,Low (1001-10000)
2024,Valle D'Aosta,F,0,NordOvest,238,0.000483060410966689,0.0,Very low (1-1000)
2024,Valle D'Aosta,M,0,NordOvest,361,0.0007327092788192211,0.0,Very low (1-1000)
2024,Veneto,F,0,NordEst,10211,0.0207249153629448,0.0,Moderate (10001-50000)
2024,Veneto,M,0,NordEst,19790,0.04016708207155789,0.0,Moderate (10001-50000)
