Year,DescrRegione,Occupati,MacroRegione,Settore,Count,Percentage,PercentageOccupati,SummarisedCount
2023,Lazio,2375406,Centro,Secondario,9,0.2571428571428571,3.7888259943769996e-06,Very low (1-10)
2023,Lazio,2375406,Centro,Terziario,26,0.7428571428571429,1.094549731709e-05,Low (11-50)
2023,Liguria,633017,NordOvest,Secondario,1,0.1,1.579736405183e-06,Very low (1-10)
2023,Liguria,633017,NordOvest,Terziario,9,0.9,1.421762764665e-05,Very low (1-10)
2023,Lombardia,4500716,NordOvest,Primario,1,0.013888888888888888,2.2218686982249044e-07,Very low (1-10)
2023,Lombardia,4500716,NordOvest,Secondario,20,0.2777777777777778,4.4437373964489995e-06,Low (11-50)
2023,Lombardia,4500716,NordOvest,Terziario,51,0.7083333333333335,1.1331530360946999e-05,Moderate (51-100)
2023,Marche,641107,Centro,Secondario,4,0.4444444444444444,6.239208119705e-06,Very low (1-10)
2023,Marche,641107,Centro,Terziario,5,0.5555555555555556,7.799010149631001e-06,Very low (1-10)
2023,Molise,106313,0,0,0,0.0,0.0,No deaths
2023,Piemonte,1800861,NordOvest,Secondario,6,0.24,3.3317396512e-06,Very low (1-10)
2023,Piemonte,1800861,NordOvest,Terziario,19,0.76,1.0550508895467001e-05,Low (11-50)
2023,Puglia,1292646,Sud,Secondario,6,0.2608695652173913,4.641642027283e-06,Very low (1-10)
2023,Puglia,1292646,Sud,Terziario,17,0.7391304347826086,1.3151319077303e-05,Low (11-50)
2023,Sardegna,576709,0,0,0,0.0,0.0,No deaths
2023,Sicilia,1410776,Sud,Secondario,10,0.41666666666666674,7.088297504352e-06,Very low (1-10)
2023,Sicilia,1410776,Sud,Terziario,14,0.5833333333333334,9.923616506092999e-06,Low (11-50)
2023,Toscana,1628035,Centro,Secondario,2,0.10526315789473684,1.228474817801e-06,Very low (1-10)
2023,Toscana,1628035,Centro,Terziario,17,0.8947368421052632,1.0442035951314999e-05,Low (11-50)
2023,Total,23579947,Total,Primario,4,0.01257861635220126,1.6963566542367548e-07,Very low (1-10)
2023,Total,23579947,Total,Secondario,80,0.2515723270440252,3.3927133084730003e-06,Moderate (51-100)
2023,Total,23579947,Total,Terziario,234,0.7358490566037736,9.923686427284999e-06,High (101-500)
2023,Trentino Alto Adige,507708,NordEst,Primario,1,0.1,1.9696360900359998e-06,Very low (1-10)
2023,Trentino Alto Adige,507708,NordEst,Secondario,3,0.3,5.908908270107999e-06,Very low (1-10)
2023,Trentino Alto Adige,507708,NordEst,Terziario,6,0.6,1.1817816540215999e-05,Very low (1-10)
2023,Umbria,361596,Centro,Primario,1,0.09090909090909091,2.765517317669e-06,Very low (1-10)
2023,Umbria,361596,Centro,Secondario,3,0.2727272727272727,8.296551953008001e-06,Very low (1-10)
2023,Umbria,361596,Centro,Terziario,7,0.6363636363636364,1.9358621223686e-05,Very low (1-10)
2023,Valle D'Aosta,56813,NordOvest,Terziario,1,1.0,1.76016052664e-05,Very low (1-10)
2023,Veneto,2225751,0,0,0,0.0,0.0,No deaths
2024,Abruzzo,0,Sud,Secondario,4,0.5714285714285714,0.0,Very low (1-10)
2024,Abruzzo,0,Sud,Terziario,3,0.4285714285714285,0.0,Very low (1-10)
2024,Basilicata,0,Sud,Primario,1,0.25,0.0,Very low (1-10)
2024,Basilicata,0,Sud,Secondario,3,0.75,0.0,Very low (1-10)
2024,Calabria,0,Sud,Secondario,2,0.2222222222222222,0.0,Very low (1-10)
2024,Calabria,0,Sud,Terziario,7,0.7777777777777779,0.0,Very low (1-10)
2024,Campania,0,Sud,Secondario,9,0.25,0.0,Very low (1-10)
2024,Campania,0,Sud,Terziario,27,0.75,0.0,Low (11-50)
2024,Emilia Romagna,0,NordEst,Secondario,13,0.33333333333333326,0.0,Low (11-50)
2024,Emilia Romagna,0,NordEst,Terziario,26,0.6666666666666665,0.0,Low (11-50)
2024,Friuli Venezia Giulia,0,NordEst,Primario,2,0.33333333333333326,0.0,Very low (1-10)
2024,Friuli Venezia Giulia,0,NordEst,Secondario,2,0.33333333333333326,0.0,Very low (1-10)
2024,Friuli Venezia Giulia,0,NordEst,Terziario,2,0.33333333333333326,0.0,Very low (1-10)
2024,Lazio,0,Centro,Secondario,6,0.1875,0.0,Very low (1-10)
2024,Lazio,0,Centro,Terziario,26,0.8125,0.0,Low (11-50)
2024,Liguria,0,NordOvest,Secondario,1,0.125,0.0,Very low (1-10)
2024,Liguria,0,NordOvest,Terziario,7,0.875,0.0,Very low (1-10)
2024,Lombardia,0,NordOvest,Secondario,30,0.4225352112676056,0.0,Low (11-50)
2024,Lombardia,0,NordOvest,Terziario,41,0.5774647887323944,0.0,Low (11-50)
2024,Marche,0,Centro,Secondario,3,0.6,0.0,Very low (1-10)
2024,Marche,0,Centro,Terziario,2,0.4,0.0,Very low (1-10)
2024,Molise,0,Sud,Terziario,1,1.0,0.0,Very low (1-10)
2024,Piemonte,0,NordOvest,Secondario,8,0.32,0.0,Very low (1-10)
2024,Piemonte,0,NordOvest,Terziario,17,0.68,0.0,Low (11-50)
2024,Puglia,0,Sud,Secondario,10,0.3846153846153847,0.0,Very low (1-10)
2024,Puglia,0,Sud,Terziario,16,0.6153846153846154,0.0,Low (11-50)
2024,Sicilia,0,Sud,Secondario,12,0.41379310344827586,0.0,Low (11-50)
2024,Sicilia,0,Sud,Terziario,17,0.5862068965517241,0.0,Low (11-50)
2024,Toscana,0,Centro,Secondario,7,0.33333333333333326,0.0,Very low (1-10)
2024,Toscana,0,Centro,Terziario,14,0.6666666666666665,0.0,Low (11-50)
2024,Total,0,Total,Primario,4,0.011695906432748536,0.0,Very low (1-10)
2024,Total,0,Total,Secondario,120,0.3508771929824561,0.0,High (101-500)
2024,Total,0,Total,Terziario,218,0.6374269005847953,0.0,High (101-500)
2024,Trentino Alto Adige,0,NordEst,Secondario,8,0.5714285714285714,0.0,Very low (1-10)
2024,Trentino Alto Adige,0,NordEst,Terziario,6,0.4285714285714285,0.0,Very low (1-10)
2024,Umbria,0,Centro,Primario,1,0.14285714285714285,0.0,Very low (1-10)
2024,Umbria,0,Centro,Secondario,1,0.14285714285714285,0.0,Very low (1-10)
2024,Umbria,0,Centro,Terziario,5,0.7142857142857143,0.0,Very low (1-10)
2024,Valle D'Aosta,0,NordOvest,Secondario,1,0.5,0.0,Very low (1-10)
2024,Valle D'Aosta,0,NordOvest,Terziario,1,0.5,0.0,Very low (1-10)
