Year,DescrRegione,Occupati,MacroRegione,DescrAtecoLiv1,Settore,Count,Percentage,PercentageOccupati,SummarisedCount
2018,Sicilia,1342938,Sud,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,1248,0.0009878075421638679,0.000929305746058269,Low (1001-10000)
2018,Sicilia,1342938,Sud,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,263,0.000208167775311776,0.00019583927180554802,Very low (1-1000)
2018,Sicilia,1342938,Sud,Attivita' dei servizi di alloggio e di ristorazione,Terziario,1134,0.0008975751224469759,0.0008444172404087149,Low (1001-10000)
2018,Sicilia,1342938,Sud,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Terziario,10,1.583024907313e-06,1.489272028939e-06,Very low (1-1000)
2018,Sicilia,1342938,Sud,Attivita' finanziarie e assicurative,Terziario,154,0.000121892917863169,0.00011467394622834399,Very low (1-1000)
2018,Sicilia,1342938,Sud,Attivita' immobiliari,Terziario,57,4.5116209858445e-05,4.2444252824775996e-05,Very low (1-1000)
2018,Sicilia,1342938,Sud,Attivita' manifatturiere,Secondario,1621,0.001283041687377909,0.0012070549794554921,Low (1001-10000)
2018,Sicilia,1342938,Sud,"Attivita' professionali, scientifiche e tecniche",Terziario,171,0.000135348629575337,0.00012733275847433,Very low (1-1000)
2018,Sicilia,1342938,Sud,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,2317,0.0018339343551231429,0.00172532164552645,Low (1001-10000)
2018,Sicilia,1342938,Sud,Costruzioni,Secondario,1492,0.001180936580856163,0.001110996933588892,Low (1001-10000)
2018,Sicilia,1342938,Sud,Estrazione di minerali da cave e miniere,Primario,20,1.5830249073138e-05,1.4892720289394999e-05,Very low (1-1000)
2018,Sicilia,1342938,Sud,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,1131,0.0008952005850860049,0.0008421833323653059,Low (1001-10000)
2018,Sicilia,1342938,Sud,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Secondario,55,4.3533184951132e-05,4.0954980795837004e-05,Very low (1-1000)
2018,Sicilia,1342938,Sud,Istruzione,Terziario,131,0.000103688131429059,9.7547317895539e-05,Very low (1-1000)
2018,Sicilia,1342938,Sud,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Terziario,1322,0.001046379463734482,0.000984408811129032,Low (1001-10000)
2018,Sicilia,1342938,Sud,Non determinato,Terziario,11410,0.009031157096225751,0.008496296925100042,Moderate (10001-50000)
2018,Sicilia,1342938,Sud,Sanita' e assistenza sociale,Terziario,3457,0.002736258552292062,0.002574206702021985,Low (1001-10000)
2018,Sicilia,1342938,Sud,Servizi di informazione e comunicazione,Terziario,135,0.000106854181243687,0.000100525861953418,Very low (1-1000)
2018,Sicilia,1342938,Sud,Trasporto e magazzinaggio,Terziario,1868,0.0014785452634311748,0.001390980075029524,Low (1001-10000)
2018,Toscana,1578180,Centro,"Agricoltura, silvicoltura e pesca",Primario,147,0.00011635233068757101,9.314526860053899e-05,Very low (1-1000)
2018,Toscana,1578180,Centro,Altre attivita' di servizi,Terziario,587,0.000464617810296627,0.000371947433119162,Very low (1-1000)
2018,Toscana,1578180,Centro,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,1040,0.000823172951803223,0.000658986934316744,Low (1001-10000)
2018,Toscana,1578180,Centro,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,425,0.000336392792804201,0.000269297545273669,Very low (1-1000)
2018,Toscana,1578180,Centro,Attivita' dei servizi di alloggio e di ristorazione,Terziario,2866,0.002268474692180807,0.001816015917069028,Low (1001-10000)
2018,Toscana,1578180,Centro,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Terziario,10,7.915124536569459e-07,6.336412829968698e-07,Very low (1-1000)
2018,Toscana,1578180,Centro,Attivita' finanziarie e assicurative,Terziario,371,0.000293651120306726,0.00023508091599183802,Very low (1-1000)
2018,Toscana,1578180,Centro,Attivita' immobiliari,Terziario,148,0.000117143843141227,9.3778909883536e-05,Very low (1-1000)
2018,Toscana,1578180,Centro,Attivita' manifatturiere,Secondario,7134,0.005646649844388651,0.004520396912899669,Low (1001-10000)
2018,Toscana,1578180,Centro,"Attivita' professionali, scientifiche e tecniche",Terziario,416,0.000329269180721289,0.000263594773726697,Very low (1-1000)
